#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
Akt3	Insr	10090.ENSMUSP00000106789	10090.ENSMUSP00000088837	0	0	0	0.563	0	0.045	0.547	0	0.548
Akt3	Ptpn11	10090.ENSMUSP00000106789	10090.ENSMUSP00000098333	0	0	0	0	0	0.089	0.547	0	0.569
Akt3	Mtor	10090.ENSMUSP00000106789	10090.ENSMUSP00000099510	0	0	0	0	0	0.456	0.952	0	0.973
Akt3	Ins2	10090.ENSMUSP00000106789	10090.ENSMUSP00000101553	0	0	0	0	0	0.114	0.503	0	0.540
Akt3	Gng12	10090.ENSMUSP00000106789	10090.ENSMUSP00000109863	0	0	0	0	0	0	0.759	0	0.759
Akt3	Creb1	10090.ENSMUSP00000106789	10090.ENSMUSP00000140112	0	0	0	0	0	0.090	0.952	0	0.955
Aldob	Fabp5	10090.ENSMUSP00000029987	10090.ENSMUSP00000029046	0	0	0	0	0	0.401	0	0	0.400
Aldob	Hk1	10090.ENSMUSP00000029987	10090.ENSMUSP00000097282	0	0	0	0	0	0	0.600	0	0.600
Aldob	Pklr	10090.ENSMUSP00000029987	10090.ENSMUSP00000035417	0	0	0	0	0	0.067	0.600	0	0.610
Amy1	Amy2a2	10090.ENSMUSP00000070368	10090.ENSMUSP00000096264	0	0	0	0.984	0	0	0.800	0	0.800
Ank1	Gosr1	10090.ENSMUSP00000113571	10090.ENSMUSP00000010536	0	0	0	0	0	0.053	0.600	0	0.605
Ank1	Nfasc	10090.ENSMUSP00000113571	10090.ENSMUSP00000092148	0	0	0	0	0	0.246	0.800	0	0.842
Ank1	Ins2	10090.ENSMUSP00000113571	10090.ENSMUSP00000101553	0	0	0	0	0	0	0.600	0	0.600
Ap1s1	Igf2r	10090.ENSMUSP00000106709	10090.ENSMUSP00000024599	0	0	0	0	0	0	0.720	0	0.720
Ap1s1	Necap2	10090.ENSMUSP00000106709	10090.ENSMUSP00000030760	0	0	0	0	0	0.237	0.900	0	0.920
Ap1s1	Snx5	10090.ENSMUSP00000106709	10090.ENSMUSP00000105657	0	0	0	0	0	0	0.600	0	0.600
Apoa2	Fabp4	10090.ENSMUSP00000005824	10090.ENSMUSP00000029041	0	0	0	0	0	0	0.453	0	0.453
Apoa2	Fabp5	10090.ENSMUSP00000005824	10090.ENSMUSP00000029046	0	0	0	0	0	0	0.453	0	0.453
Apoa2	Dbi	10090.ENSMUSP00000005824	10090.ENSMUSP00000114705	0	0	0	0	0	0	0.720	0	0.720
Apoa2	Fabp1	10090.ENSMUSP00000005824	10090.ENSMUSP00000064655	0	0	0	0	0	0	0.629	0	0.629
Apoa2	Fga	10090.ENSMUSP00000005824	10090.ENSMUSP00000133117	0	0	0	0	0	0.654	0	0	0.654
Atp1b1	Mapk1	10090.ENSMUSP00000027863	10090.ENSMUSP00000065983	0	0	0	0	0	0	0.600	0	0.600
Atp5j	Atp6v1c1	10090.ENSMUSP00000023608	10090.ENSMUSP00000022904	0	0	0	0	0	0	0.540	0	0.540
Atp5j	Ndufa7	10090.ENSMUSP00000023608	10090.ENSMUSP00000039692	0	0	0	0	0	0.748	0	0	0.748
Atp5j	Atp5k	10090.ENSMUSP00000023608	10090.ENSMUSP00000051222	0	0	0	0	0	0.961	0.800	0	0.991
Atp5k	Cox6c	10090.ENSMUSP00000051222	10090.ENSMUSP00000014457	0	0	0	0	0	0.666	0	0	0.666
Atp5k	Atp6v1c1	10090.ENSMUSP00000051222	10090.ENSMUSP00000022904	0	0	0	0	0	0	0.540	0	0.540
Atp5k	Ndufa4	10090.ENSMUSP00000051222	10090.ENSMUSP00000031637	0	0	0	0	0	0.666	0	0	0.666
Atp5k	Cox7a2	10090.ENSMUSP00000051222	10090.ENSMUSP00000034881	0	0	0	0	0	0.663	0	0	0.663
Atp5k	Uqcrh	10090.ENSMUSP00000051222	10090.ENSMUSP00000077744	0	0	0	0	0	0.651	0	0	0.651
Atp5k	Uqcr10	10090.ENSMUSP00000051222	10090.ENSMUSP00000054856	0	0	0	0	0	0.689	0	0	0.689
Atp6v1c1	Mtor	10090.ENSMUSP00000022904	10090.ENSMUSP00000099510	0	0	0	0	0	0	0.600	0	0.600
Atp6v1c1	Ins2	10090.ENSMUSP00000022904	10090.ENSMUSP00000101553	0	0	0	0	0	0	0.650	0	0.650
Atp6v1c1	Trf	10090.ENSMUSP00000022904	10090.ENSMUSP00000035158	0	0	0	0	0	0	0.650	0	0.650
Atp6v1c1	Insr	10090.ENSMUSP00000022904	10090.ENSMUSP00000088837	0	0	0	0	0	0	0.650	0	0.650
Bag3	Capza1	10090.ENSMUSP00000033136	10090.ENSMUSP00000102381	0	0	0	0	0	0.443	0	0	0.443
Bzw1	Sfpq	10090.ENSMUSP00000051935	10090.ENSMUSP00000030623	0	0	0	0	0	0.691	0	0	0.691
Capza1	Dctn3	10090.ENSMUSP00000102381	10090.ENSMUSP00000030158	0	0	0	0	0	0.268	0.600	0	0.694
Capza1	Grn	10090.ENSMUSP00000102381	10090.ENSMUSP00000046340	0	0	0	0	0	0.438	0	0	0.438
Cbs	Nit1	10090.ENSMUSP00000066878	10090.ENSMUSP00000106926	0	0	0	0	0	0.447	0	0	0.447
Cel	Pnliprp2	10090.ENSMUSP00000028161	10090.ENSMUSP00000026081	0	0	0	0	0	0	0.800	0	0.800
Cel	Cyp27a1	10090.ENSMUSP00000028161	10090.ENSMUSP00000027356	0	0	0	0	0	0.053	0.800	0	0.802
Cel	Dhcr7	10090.ENSMUSP00000028161	10090.ENSMUSP00000073541	0	0	0	0	0	0	0.900	0	0.900
Cel	Pnlip	10090.ENSMUSP00000028161	10090.ENSMUSP00000056377	0	0	0	0	0	0	0.800	0	0.800
Cel	Pnliprp1	10090.ENSMUSP00000028161	10090.ENSMUSP00000045465	0	0	0	0	0	0	0.800	0	0.800
Cela2a	Cela3b	10090.ENSMUSP00000099539	10090.ENSMUSP00000099581	0	0	0	0.948	0	0	0.800	0	0.800
Cela3b	Cpa1	10090.ENSMUSP00000099581	10090.ENSMUSP00000031806	0	0	0	0	0	0.548	0.134	0	0.591
Cela3b	Ctrc	10090.ENSMUSP00000099581	10090.ENSMUSP00000039879	0	0	0	0.947	0	0.548	0	0	0.548
Ces1d	Ugt1a7c	10090.ENSMUSP00000034172	10090.ENSMUSP00000058683	0	0	0	0	0	0	0.650	0	0.650
Ces2e	Ugt1a7c	10090.ENSMUSP00000034355	10090.ENSMUSP00000058683	0	0	0	0	0	0	0.650	0	0.650
Chchd4	Cox17	10090.ENSMUSP00000041380	10090.ENSMUSP00000054086	0	0	0	0	0	0.612	0	0	0.612
Clip1	Dctn3	10090.ENSMUSP00000107192	10090.ENSMUSP00000030158	0	0	0	0	0	0.324	0.629	0	0.738
Clip1	Rac1	10090.ENSMUSP00000107192	10090.ENSMUSP00000079380	0	0	0	0	0	0.071	0.600	0	0.612
Clip1	Mtor	10090.ENSMUSP00000107192	10090.ENSMUSP00000099510	0	0	0	0	0	0.145	0.932	0	0.939
Clps	Pnliprp1	10090.ENSMUSP00000025062	10090.ENSMUSP00000045465	0	0	0	0	0	0.561	0	0	0.561
Clps	Pnliprp2	10090.ENSMUSP00000025062	10090.ENSMUSP00000026081	0	0	0	0	0	0.465	0	0	0.465
Clps	Pnlip	10090.ENSMUSP00000025062	10090.ENSMUSP00000056377	0	0	0	0	0	0.561	0.800	0	0.908
Cox17	Dbi	10090.ENSMUSP00000054086	10090.ENSMUSP00000114705	0	0	0	0	0	0.453	0	0	0.453
Cox6a1	Cox6c	10090.ENSMUSP00000047661	10090.ENSMUSP00000014457	0	0	0	0	0	0.969	0	0	0.969
Cox6a1	Uqcrb	10090.ENSMUSP00000047661	10090.ENSMUSP00000021993	0	0	0	0	0	0.708	0.540	0	0.859
Cox6a1	Ndufa4	10090.ENSMUSP00000047661	10090.ENSMUSP00000031637	0	0	0	0	0	0.401	0.800	0	0.875
Cox6a1	mt-Co3	10090.ENSMUSP00000047661	10090.ENSMUSP00000080997	0	0	0	0	0	0.740	0.800	0	0.945
Cox6a1	Uqcr10	10090.ENSMUSP00000047661	10090.ENSMUSP00000054856	0	0	0	0	0	0.708	0.540	0	0.859
Cox6a1	Uqcrq	10090.ENSMUSP00000047661	10090.ENSMUSP00000053145	0	0	0	0	0	0.751	0.540	0	0.880
Cox6a1	Uqcrh	10090.ENSMUSP00000047661	10090.ENSMUSP00000077744	0	0	0	0	0	0.873	0.540	0	0.939
Cox6c	Ndufa7	10090.ENSMUSP00000014457	10090.ENSMUSP00000039692	0	0	0	0	0	0.656	0	0	0.656
Cox6c	Uqcrb	10090.ENSMUSP00000014457	10090.ENSMUSP00000021993	0	0	0	0	0	0.548	0	0	0.548
Cox6c	Ndufa4	10090.ENSMUSP00000014457	10090.ENSMUSP00000031637	0	0	0	0	0	0.803	0	0	0.803
Cox6c	mt-Co3	10090.ENSMUSP00000014457	10090.ENSMUSP00000080997	0	0	0	0	0	0.755	0.800	0	0.948
Cox6c	Uqcr10	10090.ENSMUSP00000014457	10090.ENSMUSP00000054856	0	0	0	0	0	0.742	0	0	0.742
Cox6c	Uqcrq	10090.ENSMUSP00000014457	10090.ENSMUSP00000053145	0	0	0	0	0	0.548	0	0	0.548
Cox6c	Uqcrh	10090.ENSMUSP00000014457	10090.ENSMUSP00000077744	0	0	0	0	0	0.726	0	0	0.726
Cox6c	Cox7a2	10090.ENSMUSP00000014457	10090.ENSMUSP00000034881	0	0	0	0	0	0.759	0	0	0.759
Cox7a2	Ndufa4	10090.ENSMUSP00000034881	10090.ENSMUSP00000031637	0	0	0	0	0	0.783	0	0	0.783
Cox7a2	mt-Co3	10090.ENSMUSP00000034881	10090.ENSMUSP00000080997	0	0	0	0	0	0.643	0	0	0.643
Cox7a2	Ndufa7	10090.ENSMUSP00000034881	10090.ENSMUSP00000039692	0	0	0	0	0	0.689	0	0	0.689
Cox7a2	Uqcr10	10090.ENSMUSP00000034881	10090.ENSMUSP00000054856	0	0	0	0	0	0.744	0	0	0.744
Cpa1	Cpa2	10090.ENSMUSP00000031806	10090.ENSMUSP00000093771	0	0	0	0.963	0	0	0.800	0	0.800
Cpa1	Ctrc	10090.ENSMUSP00000031806	10090.ENSMUSP00000039879	0	0	0	0	0	0.643	0.134	0	0.677
Cpa2	Ctrc	10090.ENSMUSP00000093771	10090.ENSMUSP00000039879	0	0	0	0	0	0.401	0.134	0	0.459
Creb1	Ctss	10090.ENSMUSP00000140112	10090.ENSMUSP00000015667	0	0	0	0	0	0	0.800	0	0.800
Creb1	Mecp2	10090.ENSMUSP00000140112	10090.ENSMUSP00000033770	0	0	0	0	0	0.438	0.600	0	0.765
Creb1	Uqcrq	10090.ENSMUSP00000140112	10090.ENSMUSP00000053145	0	0	0	0	0	0.433	0	0	0.433
Creb1	Ugt1a7c	10090.ENSMUSP00000140112	10090.ENSMUSP00000058683	0	0	0	0	0	0	0.488	0	0.487
Creb1	Mapk1	10090.ENSMUSP00000140112	10090.ENSMUSP00000065983	0	0	0	0	0	0.100	0.864	0	0.873
Cstf2	Wdr77	10090.ENSMUSP00000033609	10090.ENSMUSP00000010278	0	0	0	0	0	0.535	0	0	0.535
Cstf2	Wdr33	10090.ENSMUSP00000033609	10090.ENSMUSP00000025264	0	0	0	0	0	0.535	0.600	0	0.806
Cstf2	Ncbp1	10090.ENSMUSP00000033609	10090.ENSMUSP00000030014	0	0	0	0	0	0.264	0.600	0	0.693
Cstf2	Nit1	10090.ENSMUSP00000033609	10090.ENSMUSP00000106926	0	0	0	0	0	0.402	0	0	0.402
Cstf2	Srsf5	10090.ENSMUSP00000033609	10090.ENSMUSP00000105985	0	0	0	0	0	0.133	0.600	0	0.638
Cstf2	Snrpa	10090.ENSMUSP00000033609	10090.ENSMUSP00000079228	0	0	0	0	0	0.240	0.247	0	0.403
Cstf2	Srsf3	10090.ENSMUSP00000033609	10090.ENSMUSP00000117045	0	0	0	0	0	0.243	0.600	0	0.684
Ctrb1	Plg	10090.ENSMUSP00000034435	10090.ENSMUSP00000014578	0	0	0	0.856	0	0.046	0.599	0	0.601
Ctrb1	Klk1	10090.ENSMUSP00000034435	10090.ENSMUSP00000074659	0	0	0	0.818	0	0	0.500	0	0.499
Ctrb1	Prss2	10090.ENSMUSP00000034435	10090.ENSMUSP00000065393	0	0	0	0.885	0	0.261	0.500	0	0.614
Ctrc	Prss2	10090.ENSMUSP00000039879	10090.ENSMUSP00000065393	0	0	0	0.781	0	0	0.900	0	0.900
Cyp27a1	Dhcr7	10090.ENSMUSP00000027356	10090.ENSMUSP00000073541	0	0	0	0	0	0.161	0.800	0	0.825
Dbi	Fabp4	10090.ENSMUSP00000114705	10090.ENSMUSP00000029041	0	0	0	0	0	0.457	0	0	0.457
Dbi	Fabp5	10090.ENSMUSP00000114705	10090.ENSMUSP00000029046	0	0	0	0	0	0.608	0	0	0.608
Dcps	Isyna1	10090.ENSMUSP00000034539	10090.ENSMUSP00000019283	0	0	0	0	0	0.763	0	0	0.763
Ddx27	Srp68	10090.ENSMUSP00000018143	10090.ENSMUSP00000021133	0	0	0	0	0	0.402	0	0	0.402
Ddx27	Eif6	10090.ENSMUSP00000018143	10090.ENSMUSP00000029142	0	0	0	0	0	0.585	0	0	0.585
Dhx29	Rps24	10090.ENSMUSP00000035244	10090.ENSMUSP00000125977	0	0	0	0	0	0.164	0.720	0	0.755
Dpp4	Gcg	10090.ENSMUSP00000044050	10090.ENSMUSP00000099794	0	0	0	0	0	0.130	0.900	0	0.909
Eif4ebp1	Mapk1	10090.ENSMUSP00000033880	10090.ENSMUSP00000065983	0	0	0	0	0	0.446	0.800	0	0.884
Eif4ebp1	Mtor	10090.ENSMUSP00000033880	10090.ENSMUSP00000099510	0	0	0	0	0	0.963	0.966	0	0.998
Eif6	Rpl29	10090.ENSMUSP00000029142	10090.ENSMUSP00000080203	0	0	0	0	0	0.534	0	0	0.534
Eif6	Rpl36	10090.ENSMUSP00000029142	10090.ENSMUSP00000079340	0	0	0	0	0	0.630	0	0	0.630
Eif6	Rpl37a	10090.ENSMUSP00000029142	10090.ENSMUSP00000058919	0	0	0	0	0	0.918	0	0	0.918
Emc10	Emc7	10090.ENSMUSP00000008284	10090.ENSMUSP00000068610	0	0	0	0	0	0.927	0.720	0	0.978
Enpp1	Hprt	10090.ENSMUSP00000101159	10090.ENSMUSP00000026723	0	0	0	0	0	0	0.900	0	0.900
Enpp1	Pklr	10090.ENSMUSP00000101159	10090.ENSMUSP00000035417	0	0	0	0	0	0	0.900	0	0.900
Enpp1	Ugp2	10090.ENSMUSP00000101159	10090.ENSMUSP00000099939	0	0	0	0	0	0	0.800	0	0.800
Exosc9	Rps24	10090.ENSMUSP00000029269	10090.ENSMUSP00000125977	0	0	0	0	0	0.426	0	0	0.426
Fabp4	Sra1	10090.ENSMUSP00000029041	10090.ENSMUSP00000133360	0	0	0	0	0	0	0.453	0	0.453
Fabp5	Tagln	10090.ENSMUSP00000029046	10090.ENSMUSP00000034590	0	0	0	0	0	0.402	0	0	0.402
Fga	Raf1	10090.ENSMUSP00000133117	10090.ENSMUSP00000000451	0	0	0	0	0	0.048	0.626	0	0.629
Fga	Nid1	10090.ENSMUSP00000133117	10090.ENSMUSP00000005532	0	0	0	0	0	0.654	0	0	0.654
Fga	Ptpn1	10090.ENSMUSP00000133117	10090.ENSMUSP00000029053	0	0	0	0	0	0.051	0.908	0	0.909
Fga	Kras	10090.ENSMUSP00000133117	10090.ENSMUSP00000032399	0	0	0	0	0	0.052	0.600	0	0.604
Fga	Fgg	10090.ENSMUSP00000133117	10090.ENSMUSP00000037018	0	0	0	0.762	0	0.975	0.932	0	0.998
Fga	Fgb	10090.ENSMUSP00000133117	10090.ENSMUSP00000039472	0	0	0	0.743	0	0.975	0.932	0	0.998
Fga	Mapk1	10090.ENSMUSP00000133117	10090.ENSMUSP00000065983	0	0	0	0	0	0	0.654	0	0.654
Fga	Rap1b	10090.ENSMUSP00000133117	10090.ENSMUSP00000066238	0	0	0	0	0	0.052	0.500	0	0.505
Fga	Rap1a	10090.ENSMUSP00000133117	10090.ENSMUSP00000088174	0	0	0	0	0	0.052	0.500	0	0.505
Fgb	Raf1	10090.ENSMUSP00000039472	10090.ENSMUSP00000000451	0	0	0	0	0	0.048	0.626	0	0.629
Fgb	Nid1	10090.ENSMUSP00000039472	10090.ENSMUSP00000005532	0	0	0	0	0	0.693	0	0	0.693
Fgb	Plg	10090.ENSMUSP00000039472	10090.ENSMUSP00000014578	0	0	0	0	0	0.695	0.219	0	0.752
Fgb	Ptpn1	10090.ENSMUSP00000039472	10090.ENSMUSP00000029053	0	0	0	0	0	0.051	0.908	0	0.909
Fgb	Kras	10090.ENSMUSP00000039472	10090.ENSMUSP00000032399	0	0	0	0	0	0.052	0.600	0	0.604
Fgb	Fgg	10090.ENSMUSP00000039472	10090.ENSMUSP00000037018	0	0	0	0.799	0	0.965	0.932	0	0.997
Fgb	Rap1b	10090.ENSMUSP00000039472	10090.ENSMUSP00000066238	0	0	0	0	0	0.052	0.500	0	0.505
Fgb	Rap1a	10090.ENSMUSP00000039472	10090.ENSMUSP00000088174	0	0	0	0	0	0.052	0.500	0	0.505
Fgb	Mapk1	10090.ENSMUSP00000039472	10090.ENSMUSP00000065983	0	0	0	0	0	0	0.654	0	0.654
Fgg	Raf1	10090.ENSMUSP00000037018	10090.ENSMUSP00000000451	0	0	0	0	0	0.048	0.626	0	0.629
Fgg	Plg	10090.ENSMUSP00000037018	10090.ENSMUSP00000014578	0	0	0	0	0	0.694	0.219	0	0.751
Fgg	Ptpn1	10090.ENSMUSP00000037018	10090.ENSMUSP00000029053	0	0	0	0	0	0.051	0.908	0	0.909
Fgg	Kras	10090.ENSMUSP00000037018	10090.ENSMUSP00000032399	0	0	0	0	0	0.052	0.600	0	0.604
Fgg	Hpx	10090.ENSMUSP00000037018	10090.ENSMUSP00000033185	0	0	0	0	0	0.693	0.151	0	0.728
Fgg	Rap1a	10090.ENSMUSP00000037018	10090.ENSMUSP00000088174	0	0	0	0	0	0.052	0.500	0	0.505
Fgg	Rap1b	10090.ENSMUSP00000037018	10090.ENSMUSP00000066238	0	0	0	0	0	0.052	0.500	0	0.505
Fgg	Mapk1	10090.ENSMUSP00000037018	10090.ENSMUSP00000065983	0	0	0	0	0	0	0.654	0	0.654
Gamt	Mecp2	10090.ENSMUSP00000101002	10090.ENSMUSP00000033770	0	0	0	0	0	0	0.900	0	0.900
Gcg	Gng12	10090.ENSMUSP00000099794	10090.ENSMUSP00000109863	0	0	0	0	0	0.198	0.600	0	0.665
Gna14	Mapk1	10090.ENSMUSP00000025602	10090.ENSMUSP00000065983	0	0	0	0	0	0.177	0.354	0	0.445
Gna14	Gng12	10090.ENSMUSP00000025602	10090.ENSMUSP00000109863	0	0	0	0	0	0.207	0.703	0	0.755
Gng12	Kras	10090.ENSMUSP00000109863	10090.ENSMUSP00000032399	0	0	0	0	0	0.046	0.669	0	0.671
Gng12	Mapk1	10090.ENSMUSP00000109863	10090.ENSMUSP00000065983	0	0	0	0	0	0	0.658	0	0.658
Gng12	Rac1	10090.ENSMUSP00000109863	10090.ENSMUSP00000079380	0	0	0	0	0	0.042	0.677	0	0.677
Gosr1	Ins2	10090.ENSMUSP00000010536	10090.ENSMUSP00000101553	0	0	0	0	0	0	0.600	0	0.600
Gosr1	Use1	10090.ENSMUSP00000010536	10090.ENSMUSP00000019169	0	0	0	0	0	0.134	0.540	0	0.584
Gosr1	Surf4	10090.ENSMUSP00000010536	10090.ENSMUSP00000015011	0	0	0	0	0	0.912	0	0	0.912
Grn	Prdx4	10090.ENSMUSP00000046340	10090.ENSMUSP00000026328	0	0	0	0	0	0.439	0	0	0.439
H13	Ssr4	10090.ENSMUSP00000086460	10090.ENSMUSP00000002090	0	0	0	0	0	0.763	0	0	0.763
H13	Ssr3	10090.ENSMUSP00000086460	10090.ENSMUSP00000029414	0	0	0	0	0	0.763	0	0	0.763
H2afy	Hist1h3f	10090.ENSMUSP00000016081	10090.ENSMUSP00000074994	0	0	0	0	0	0.434	0	0	0.434
Hgs	Sh3gl1	10090.ENSMUSP00000026900	10090.ENSMUSP00000003268	0	0	0	0	0	0	0.600	0	0.600
Hgs	Stam	10090.ENSMUSP00000026900	10090.ENSMUSP00000100025	0	0	0	0.585	0	0.970	0.800	0	0.993
Hk1	Sord	10090.ENSMUSP00000097282	10090.ENSMUSP00000106180	0	0	0	0	0	0	0.900	0	0.900
Igf1r	Raf1	10090.ENSMUSP00000005671	10090.ENSMUSP00000000451	0	0	0	0.585	0	0.069	0.629	0	0.639
Igf1r	Sh3gl1	10090.ENSMUSP00000005671	10090.ENSMUSP00000003268	0	0	0	0	0	0.105	0.635	0	0.660
Igf1r	Mapk1	10090.ENSMUSP00000005671	10090.ENSMUSP00000065983	0	0	0	0.568	0	0.147	0.676	0	0.711
Igf1r	Pxn	10090.ENSMUSP00000005671	10090.ENSMUSP00000083709	0	0	0	0	0	0.130	0.676	0	0.706
Igf1r	Insr	10090.ENSMUSP00000005671	10090.ENSMUSP00000088837	0	0	0	0.956	0	0.748	0.800	0	0.947
